Customer_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,bureau_score,job,num_dependents,own_telephone,foreign_worker,Spend_debit_card,class
4715,no checking,44,no credits/all paid,repairs,15206,100<=X<500,<1,3,male mar/wid,guarantor,2,life insurance,61,bank,rent,340,unemp/unskilled non res,9,none,no,903,good
4716,no checking,11,delayed previously,repairs,15689,500<=X<1000,4<=X<7,2,male div/sep,guarantor,3,car,62,bank,rent,190,high qualif/self emp/mgmt,10,yes,yes,783,good
4717,no checking,44,delayed previously,repairs,6195,500<=X<1000,unemployed,2,male div/sep,guarantor,3,real estate,65,bank,rent,100,skilled,4,yes,yes,935,good
4718,no checking,28,delayed previously,repairs,6853,>=1000,4<=X<7,1,male div/sep,guarantor,2,real estate,37,bank,rent,50,skilled,2,yes,yes,2049,good
4719,no checking,58,no credits/all paid,repairs,12511,500<=X<1000,1<=X<4,3,male single,guarantor,4,car,22,stores,rent,180,unemp/unskilled non res,4,none,no,4705,good
4720,no checking,12,delayed previously,repairs,1555,>=1000,>=7,4,male single,none,4,no known property,55,none,for free,20,skilled,2,none,yes,1092,bad
4721,no checking,12,existing paid,repairs,740,no known savings,>=7,2,male div/sep,none,1,car,47,bank,for free,20,skilled,14,yes,yes,2105,good
4722,no checking,11,critical/other existing credit,repairs,548,no known savings,>=7,1,male mar/wid,none,4,life insurance,58,stores,for free,30,unemp/unskilled non res,4,yes,no,4,good
4723,no checking,14,existing paid,repairs,995,>=1000,unemployed,2,male div/sep,none,1,no known property,72,bank,for free,60,unskilled resident,8,none,no,4674,bad
4724,no checking,49,delayed previously,repairs,3548,<100,<1,1,male mar/wid,none,2,real estate,54,stores,for free,120,unemp/unskilled non res,2,none,no,4141,bad
4725,no checking,11,critical/other existing credit,repairs,4730,500<=X<1000,>=7,3,male single,none,4,car,29,none,for free,330,skilled,9,none,no,4583,bad
4726,no checking,21,critical/other existing credit,repairs,9212,500<=X<1000,unemployed,2,male single,none,2,car,58,none,for free,400,unskilled resident,5,none,yes,2516,bad
4727,no checking,24,critical/other existing credit,repairs,5507,<100,>=7,3,male single,none,4,no known property,44,none,for free,20,skilled,1,none,yes,3309,good
4728,no checking,67,delayed previously,repairs,382,<100,<1,4,male mar/wid,none,1,car,29,bank,for free,80,high qualif/self emp/mgmt,4,none,yes,1487,good
4729,no checking,39,delayed previously,repairs,8430,500<=X<1000,>=7,1,male div/sep,none,1,real estate,19,none,for free,120,skilled,8,yes,yes,2822,good
4730,no checking,53,no credits/all paid,repairs,14891,500<=X<1000,unemployed,1,male div/sep,none,2,life insurance,24,stores,for free,380,unskilled resident,12,yes,yes,600,good
4731,no checking,7,no credits/all paid,repairs,16623,100<=X<500,unemployed,2,male single,none,2,no known property,48,none,for free,60,high qualif/self emp/mgmt,1,none,no,704,good
4732,no checking,20,critical/other existing credit,repairs,793,500<=X<1000,>=7,3,male mar/wid,none,1,no known property,53,bank,for free,430,high qualif/self emp/mgmt,2,yes,no,4520,good
4733,no checking,51,no credits/all paid,repairs,2806,500<=X<1000,4<=X<7,1,male div/sep,none,2,real estate,38,none,for free,370,unskilled resident,8,none,no,2854,good
4734,no checking,18,existing paid,repairs,1943,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,own,10,skilled,1,none,yes,4385,bad
4735,no checking,70,critical/other existing credit,repairs,279,no known savings,<1,4,male single,none,3,life insurance,63,none,own,60,skilled,3,yes,no,4617,bad
4736,no checking,64,critical/other existing credit,repairs,7942,<100,4<=X<7,3,male mar/wid,none,4,no known property,75,stores,own,240,high qualif/self emp/mgmt,5,yes,no,4688,bad
4737,no checking,34,no credits/all paid,repairs,10400,500<=X<1000,4<=X<7,2,male div/sep,none,1,life insurance,31,stores,own,250,unskilled resident,2,yes,no,2319,bad
4738,no checking,51,all paid,repairs,12429,500<=X<1000,unemployed,1,male mar/wid,none,2,life insurance,19,none,own,290,unemp/unskilled non res,4,yes,no,1086,good
4739,no checking,6,no credits/all paid,repairs,2835,500<=X<1000,>=7,4,male mar/wid,none,3,life insurance,49,stores,own,430,unemp/unskilled non res,5,yes,no,3711,bad
4740,no checking,10,all paid,repairs,6348,100<=X<500,>=7,1,male single,none,2,life insurance,50,none,own,480,skilled,11,yes,yes,4635,good
4741,no checking,27,existing paid,repairs,5190,no known savings,>=7,4,male single,none,4,life insurance,48,none,own,40,skilled,2,yes,yes,2969,good
4742,no checking,36,no credits/all paid,repairs,2613,<100,1<=X<4,4,male single,none,2,car,27,none,own,20,skilled,1,none,yes,2815,good
4743,no checking,24,critical/other existing credit,repairs,2058,<100,1<=X<4,4,male div/sep,none,2,real estate,33,none,own,20,skilled,1,yes,yes,3045,good
4744,no checking,12,critical/other existing credit,repairs,996,no known savings,4<=X<7,4,female div/dep/mar,none,4,real estate,23,none,own,20,skilled,1,none,yes,909,good
4745,no checking,7,delayed previously,repairs,311,<100,<1,4,male mar/wid,none,4,car,70,bank,own,100,unemp/unskilled non res,7,yes,yes,3225,good
4746,no checking,41,critical/other existing credit,repairs,859,<100,1<=X<4,2,male div/sep,none,2,no known property,47,none,own,290,high qualif/self emp/mgmt,2,none,yes,797,good
4747,no checking,46,delayed previously,repairs,9872,>=1000,<1,3,male div/sep,none,1,life insurance,41,none,own,170,high qualif/self emp/mgmt,14,none,no,3565,good
4748,no checking,33,critical/other existing credit,repairs,7914,>=1000,4<=X<7,4,male mar/wid,none,4,car,35,none,own,170,unskilled resident,4,yes,no,4004,good
4749,no checking,13,critical/other existing credit,repairs,15240,500<=X<1000,>=7,4,male div/sep,none,2,life insurance,20,stores,own,410,unskilled resident,2,none,yes,2224,good
4750,no checking,33,critical/other existing credit,repairs,417,>=1000,4<=X<7,3,male div/sep,none,2,no known property,61,stores,rent,400,skilled,2,yes,no,4150,bad
4751,no checking,24,existing paid,repairs,525,100<=X<500,4<=X<7,4,male mar/wid,none,1,life insurance,21,bank,rent,210,unskilled resident,9,yes,no,4442,bad
4752,no checking,16,no credits/all paid,repairs,6844,500<=X<1000,<1,1,male div/sep,none,4,life insurance,68,bank,rent,330,unskilled resident,1,yes,no,2827,bad
4753,no checking,23,all paid,repairs,6208,<100,<1,3,male div/sep,none,4,real estate,62,bank,rent,140,high qualif/self emp/mgmt,5,yes,no,1618,good
4754,no checking,29,delayed previously,repairs,15252,<100,>=7,3,male div/sep,none,3,life insurance,44,bank,rent,260,skilled,2,none,no,4044,bad
4755,no checking,49,delayed previously,repairs,998,100<=X<500,1<=X<4,2,male single,none,4,car,19,stores,rent,400,unemp/unskilled non res,2,none,yes,2503,bad
4756,no checking,33,no credits/all paid,repairs,7127,100<=X<500,<1,4,male div/sep,none,4,life insurance,46,bank,rent,340,skilled,12,yes,no,1815,bad
4757,no checking,7,delayed previously,repairs,2040,100<=X<500,4<=X<7,1,male div/sep,none,2,no known property,21,none,rent,170,unemp/unskilled non res,14,none,no,58,bad
4758,no checking,67,delayed previously,repairs,5278,500<=X<1000,>=7,1,male mar/wid,none,1,real estate,51,bank,rent,430,unemp/unskilled non res,3,none,no,4692,good
4759,no checking,6,existing paid,repairs,660,500<=X<1000,4<=X<7,2,male mar/wid,none,4,real estate,23,none,rent,10,unskilled resident,1,none,yes,3020,good
4760,no checking,4,no credits/all paid,repairs,535,<100,>=7,1,male mar/wid,none,2,life insurance,53,bank,rent,300,unskilled resident,2,yes,no,2495,good
4761,no checking,20,all paid,repairs,6807,500<=X<1000,>=7,4,male mar/wid,none,4,life insurance,24,bank,rent,250,unskilled resident,3,yes,no,622,good
4762,no checking,16,critical/other existing credit,repairs,9523,<100,<1,4,male div/sep,none,3,no known property,57,bank,rent,440,unemp/unskilled non res,3,yes,no,4537,good
4763,no checking,53,no credits/all paid,repairs,14716,>=1000,1<=X<4,3,male single,none,2,car,62,stores,rent,480,skilled,11,yes,yes,124,good
4764,no checking,25,all paid,repairs,4949,500<=X<1000,>=7,2,male mar/wid,none,1,real estate,63,none,rent,80,skilled,1,none,no,1715,good
4765,no checking,40,all paid,repairs,3772,<100,unemployed,3,male div/sep,none,3,no known property,48,none,rent,270,high qualif/self emp/mgmt,13,yes,yes,545,good
4766,no checking,16,delayed previously,repairs,12827,500<=X<1000,1<=X<4,3,male single,none,2,life insurance,26,bank,rent,390,high qualif/self emp/mgmt,13,yes,yes,3355,good
4767,no checking,47,no credits/all paid,repairs,17121,<100,4<=X<7,1,male div/sep,none,1,no known property,71,stores,rent,210,unskilled resident,4,yes,yes,420,good
4768,no checking,58,no credits/all paid,retraining,827,<100,1<=X<4,2,male div/sep,co applicant,4,life insurance,40,bank,for free,80,unemp/unskilled non res,12,yes,no,4107,bad
4769,no checking,20,critical/other existing credit,retraining,972,no known savings,1<=X<4,4,male div/sep,co applicant,4,car,62,bank,for free,190,high qualif/self emp/mgmt,14,yes,yes,106,bad
4770,no checking,38,existing paid,retraining,633,<100,>=7,1,male single,co applicant,2,no known property,71,stores,for free,40,skilled,13,yes,no,3695,bad
4771,no checking,31,delayed previously,retraining,16393,500<=X<1000,4<=X<7,3,male mar/wid,co applicant,2,no known property,27,bank,for free,180,high qualif/self emp/mgmt,14,yes,yes,1700,good
4772,no checking,70,all paid,retraining,16111,500<=X<1000,4<=X<7,1,male mar/wid,co applicant,2,no known property,57,stores,for free,370,unemp/unskilled non res,11,none,yes,851,bad
4773,no checking,24,existing paid,retraining,364,<100,>=7,1,male div/sep,co applicant,3,car,19,bank,for free,460,skilled,11,yes,yes,1678,good
4774,no checking,15,critical/other existing credit,retraining,252,<100,<1,2,male mar/wid,co applicant,1,real estate,39,none,for free,260,skilled,14,none,yes,3015,good
4775,no checking,60,delayed previously,retraining,1793,100<=X<500,4<=X<7,2,male single,co applicant,3,no known property,61,none,for free,280,unskilled resident,11,yes,no,4469,good
4776,no checking,65,existing paid,retraining,775,<100,unemployed,4,male div/sep,co applicant,4,life insurance,29,stores,own,310,unskilled resident,14,none,no,3027,bad
4777,no checking,47,existing paid,retraining,537,<100,4<=X<7,3,male single,co applicant,2,car,46,none,own,390,unemp/unskilled non res,12,yes,no,3011,bad
4778,no checking,62,existing paid,retraining,857,<100,>=7,1,male mar/wid,co applicant,1,life insurance,61,stores,own,300,unemp/unskilled non res,14,yes,yes,4162,good
4779,no checking,71,existing paid,retraining,908,<100,4<=X<7,2,male div/sep,co applicant,4,life insurance,67,bank,own,280,high qualif/self emp/mgmt,8,yes,no,2605,bad
4780,no checking,21,existing paid,retraining,532,500<=X<1000,>=7,2,male div/sep,co applicant,1,no known property,65,bank,own,240,skilled,13,none,no,1398,bad
4781,no checking,48,all paid,retraining,16169,<100,unemployed,4,male mar/wid,co applicant,4,real estate,64,stores,own,190,unemp/unskilled non res,4,yes,no,1334,bad
4782,no checking,6,no credits/all paid,retraining,5702,500<=X<1000,>=7,4,male mar/wid,co applicant,1,car,75,bank,own,360,high qualif/self emp/mgmt,8,yes,yes,4230,bad
4783,no checking,16,no credits/all paid,retraining,1915,500<=X<1000,4<=X<7,2,male div/sep,co applicant,4,car,67,none,own,210,unskilled resident,7,yes,no,3280,bad
4784,no checking,43,no credits/all paid,retraining,6478,500<=X<1000,>=7,2,male single,co applicant,2,no known property,67,none,own,60,high qualif/self emp/mgmt,5,yes,yes,1244,good
4785,no checking,13,no credits/all paid,retraining,272,500<=X<1000,>=7,4,male div/sep,co applicant,1,car,44,none,own,410,unemp/unskilled non res,7,yes,yes,2716,bad
4786,no checking,41,no credits/all paid,retraining,12309,500<=X<1000,unemployed,1,male div/sep,co applicant,4,real estate,23,bank,own,50,skilled,7,none,yes,158,bad
4787,no checking,60,critical/other existing credit,retraining,617,<100,>=7,4,male div/sep,co applicant,3,no known property,71,none,own,260,unemp/unskilled non res,12,yes,no,1527,good
4788,no checking,66,critical/other existing credit,retraining,871,<100,4<=X<7,2,male div/sep,co applicant,4,real estate,52,bank,own,250,unemp/unskilled non res,8,yes,no,2470,good
4789,no checking,57,critical/other existing credit,retraining,778,100<=X<500,<1,2,male mar/wid,co applicant,1,life insurance,48,stores,own,160,unemp/unskilled non res,3,none,no,1659,good
4790,no checking,50,critical/other existing credit,retraining,258,<100,>=7,3,male div/sep,co applicant,2,real estate,74,bank,own,250,unskilled resident,10,yes,yes,2322,good
4791,no checking,6,delayed previously,retraining,6980,500<=X<1000,>=7,4,male div/sep,co applicant,3,life insurance,56,stores,own,200,high qualif/self emp/mgmt,13,yes,yes,2760,good
4792,no checking,10,no credits/all paid,retraining,11359,500<=X<1000,>=7,3,male mar/wid,co applicant,1,life insurance,39,bank,own,90,high qualif/self emp/mgmt,14,yes,yes,741,good
4793,no checking,15,critical/other existing credit,retraining,357,no known savings,unemployed,2,male div/sep,co applicant,4,life insurance,53,stores,rent,460,unskilled resident,10,yes,no,2154,bad
4794,no checking,50,existing paid,retraining,884,>=1000,>=7,4,male div/sep,co applicant,4,life insurance,21,none,rent,180,unemp/unskilled non res,1,none,yes,347,bad
4795,no checking,47,critical/other existing credit,retraining,330,<100,<1,4,male div/sep,co applicant,2,car,56,none,rent,220,unemp/unskilled non res,12,yes,yes,4619,bad
4796,no checking,39,existing paid,retraining,573,<100,>=7,2,male mar/wid,co applicant,3,life insurance,53,stores,rent,460,unskilled resident,2,none,yes,1157,bad
4797,no checking,61,existing paid,retraining,487,<100,>=7,1,male div/sep,co applicant,4,car,29,bank,rent,140,skilled,12,none,no,1420,bad
4798,no checking,46,existing paid,retraining,486,500<=X<1000,4<=X<7,4,male div/sep,co applicant,4,real estate,23,bank,rent,180,high qualif/self emp/mgmt,4,yes,no,419,bad
4799,no checking,10,no credits/all paid,retraining,10362,500<=X<1000,<1,3,male mar/wid,co applicant,2,no known property,46,stores,rent,180,skilled,13,none,yes,1125,bad
4800,no checking,60,no credits/all paid,retraining,18176,>=1000,1<=X<4,4,male mar/wid,co applicant,2,car,75,stores,rent,110,unemp/unskilled non res,2,none,yes,2112,bad
4801,no checking,14,no credits/all paid,retraining,3768,>=1000,1<=X<4,1,male div/sep,co applicant,4,car,43,stores,rent,260,high qualif/self emp/mgmt,10,none,yes,3378,bad
4802,no checking,26,existing paid,retraining,445,no known savings,4<=X<7,1,male div/sep,co applicant,2,life insurance,55,bank,rent,40,skilled,10,none,no,4451,good
4803,no checking,63,critical/other existing credit,retraining,285,<100,unemployed,3,male div/sep,co applicant,2,life insurance,41,stores,rent,80,unskilled resident,1,none,yes,3290,good
4804,no checking,14,no credits/all paid,retraining,6858,500<=X<1000,>=7,1,male div/sep,co applicant,4,real estate,38,none,rent,30,unemp/unskilled non res,11,yes,no,2700,good
4805,no checking,60,no credits/all paid,retraining,14116,100<=X<500,unemployed,4,male div/sep,co applicant,2,life insurance,23,none,rent,80,unemp/unskilled non res,5,yes,yes,2844,good
4806,no checking,61,all paid,retraining,9316,>=1000,1<=X<4,2,male div/sep,co applicant,2,car,26,bank,rent,360,unemp/unskilled non res,14,none,yes,2184,good
4807,no checking,41,existing paid,retraining,987,500<=X<1000,unemployed,3,male div/sep,guarantor,2,car,30,none,for free,250,unemp/unskilled non res,3,none,yes,4444,bad
4808,no checking,40,existing paid,retraining,650,no known savings,<1,3,male single,guarantor,2,car,65,stores,for free,200,high qualif/self emp/mgmt,3,none,yes,2542,good
4809,no checking,39,delayed previously,retraining,15398,>=1000,>=7,3,male mar/wid,guarantor,1,car,50,stores,for free,260,high qualif/self emp/mgmt,6,none,yes,4931,bad
4810,no checking,23,critical/other existing credit,retraining,9171,<100,1<=X<4,4,male div/sep,guarantor,3,car,40,none,for free,340,high qualif/self emp/mgmt,13,yes,yes,4094,bad
4811,no checking,41,no credits/all paid,retraining,2547,>=1000,4<=X<7,2,male single,guarantor,1,real estate,57,stores,for free,330,unskilled resident,5,yes,no,3796,bad
4812,no checking,4,critical/other existing credit,retraining,8021,500<=X<1000,4<=X<7,1,male single,guarantor,4,car,68,bank,for free,110,unemp/unskilled non res,12,yes,yes,2629,bad
4813,no checking,8,all paid,retraining,8431,100<=X<500,1<=X<4,1,male mar/wid,guarantor,4,real estate,58,bank,for free,100,unskilled resident,1,yes,no,1255,bad
4814,no checking,11,no credits/all paid,retraining,17548,>=1000,<1,1,male div/sep,guarantor,3,real estate,69,stores,for free,110,unskilled resident,9,yes,yes,4280,bad
4815,no checking,7,delayed previously,retraining,4912,<100,unemployed,3,male mar/wid,guarantor,1,real estate,54,none,for free,100,skilled,1,yes,no,3534,good
4816,no checking,6,existing paid,retraining,687,<100,1<=X<4,4,male div/sep,guarantor,2,real estate,57,bank,for free,290,unskilled resident,5,yes,yes,2107,good
4817,no checking,32,delayed previously,retraining,12585,500<=X<1000,>=7,1,male mar/wid,guarantor,3,no known property,48,bank,for free,170,unskilled resident,3,yes,no,1805,good
4818,no checking,4,all paid,retraining,15180,100<=X<500,>=7,1,male mar/wid,guarantor,1,life insurance,62,stores,for free,460,skilled,1,yes,no,3636,good
4819,no checking,59,critical/other existing credit,retraining,8670,>=1000,unemployed,2,male div/sep,guarantor,3,life insurance,55,none,for free,450,high qualif/self emp/mgmt,8,none,no,1462,good
4820,no checking,63,critical/other existing credit,retraining,14577,>=1000,unemployed,3,male single,guarantor,3,real estate,63,bank,for free,200,unemp/unskilled non res,12,none,no,1297,good
4821,no checking,44,critical/other existing credit,retraining,456,>=1000,>=7,1,male single,guarantor,1,car,63,bank,own,260,unemp/unskilled non res,6,yes,no,4687,good
4822,no checking,35,critical/other existing credit,retraining,880,<100,>=7,3,male mar/wid,guarantor,3,car,22,none,own,280,skilled,7,none,yes,4787,bad
4823,no checking,51,existing paid,retraining,558,<100,>=7,3,male single,guarantor,4,life insurance,48,bank,own,160,high qualif/self emp/mgmt,5,yes,no,4808,good
4824,no checking,29,critical/other existing credit,retraining,714,<100,<1,3,male div/sep,guarantor,1,no known property,40,none,own,450,unskilled resident,10,none,no,1443,good
4825,no checking,61,critical/other existing credit,retraining,12248,>=1000,<1,4,male div/sep,guarantor,2,car,34,none,own,290,high qualif/self emp/mgmt,4,yes,yes,1405,bad
4826,no checking,69,critical/other existing credit,retraining,14283,100<=X<500,<1,1,male mar/wid,guarantor,2,real estate,59,stores,own,410,unemp/unskilled non res,2,none,yes,4591,bad
4827,no checking,8,no credits/all paid,retraining,15053,100<=X<500,>=7,4,male div/sep,guarantor,4,real estate,56,bank,own,130,high qualif/self emp/mgmt,6,none,no,2008,bad
4828,no checking,60,no credits/all paid,retraining,6579,500<=X<1000,1<=X<4,4,male single,guarantor,4,car,27,stores,own,210,skilled,6,yes,no,884,bad
4829,no checking,32,delayed previously,retraining,13798,500<=X<1000,unemployed,3,male div/sep,guarantor,2,no known property,39,bank,own,470,high qualif/self emp/mgmt,3,none,yes,706,bad
4830,no checking,31,delayed previously,retraining,17961,<100,>=7,1,male single,guarantor,2,real estate,42,stores,own,400,high qualif/self emp/mgmt,12,none,yes,1659,bad
4831,no checking,13,critical/other existing credit,retraining,888,<100,>=7,4,male div/sep,guarantor,1,life insurance,30,none,own,230,unskilled resident,2,none,yes,2504,good
4832,no checking,18,existing paid,retraining,698,<100,1<=X<4,2,male mar/wid,guarantor,3,life insurance,37,stores,own,170,skilled,5,yes,yes,278,good
4833,no checking,24,existing paid,retraining,565,500<=X<1000,unemployed,1,male div/sep,guarantor,1,no known property,69,stores,own,40,unskilled resident,4,none,yes,2577,good
4834,no checking,64,all paid,retraining,3104,<100,4<=X<7,1,male mar/wid,guarantor,4,no known property,38,bank,own,420,skilled,12,none,no,4869,good
4835,no checking,22,critical/other existing credit,retraining,5471,100<=X<500,<1,1,male mar/wid,guarantor,3,life insurance,61,bank,own,310,unemp/unskilled non res,1,none,no,1122,good
4836,no checking,31,no credits/all paid,retraining,14645,>=1000,1<=X<4,3,male mar/wid,guarantor,3,life insurance,60,bank,own,140,unskilled resident,11,none,yes,2040,good
4837,no checking,46,no credits/all paid,retraining,10655,>=1000,unemployed,1,male mar/wid,guarantor,3,real estate,67,bank,own,370,unemp/unskilled non res,4,yes,no,4140,good
4838,no checking,44,critical/other existing credit,retraining,18195,500<=X<1000,<1,3,male div/sep,guarantor,2,no known property,70,stores,own,80,high qualif/self emp/mgmt,11,none,no,2618,good
4839,no checking,12,no credits/all paid,retraining,16926,<100,>=7,4,male mar/wid,guarantor,3,no known property,57,bank,own,400,unemp/unskilled non res,10,yes,yes,4509,good
4840,no checking,13,critical/other existing credit,retraining,11020,<100,unemployed,3,male mar/wid,guarantor,4,real estate,46,none,rent,160,skilled,14,yes,no,1226,bad
4841,no checking,46,critical/other existing credit,retraining,11230,100<=X<500,>=7,2,male div/sep,guarantor,2,real estate,67,stores,rent,450,high qualif/self emp/mgmt,4,yes,no,3392,bad
4842,no checking,58,no credits/all paid,retraining,15248,<100,unemployed,2,male div/sep,guarantor,2,real estate,21,bank,rent,460,unskilled resident,7,yes,yes,966,bad
4843,no checking,39,existing paid,retraining,727,500<=X<1000,1<=X<4,1,male single,guarantor,4,no known property,33,none,rent,460,unskilled resident,9,none,no,2655,good
4844,no checking,51,no credits/all paid,retraining,452,100<=X<500,unemployed,2,male single,guarantor,3,life insurance,59,none,rent,30,unemp/unskilled non res,10,none,yes,2564,good
4845,no checking,7,existing paid,retraining,351,<100,unemployed,4,male div/sep,guarantor,4,real estate,26,stores,rent,210,unskilled resident,13,none,no,2643,good
4846,no checking,27,no credits/all paid,retraining,1000,>=1000,unemployed,2,male mar/wid,guarantor,4,no known property,75,bank,rent,90,high qualif/self emp/mgmt,1,yes,no,4982,good
4847,no checking,31,critical/other existing credit,retraining,7700,500<=X<1000,1<=X<4,3,male div/sep,guarantor,2,car,74,none,rent,80,high qualif/self emp/mgmt,3,yes,no,2929,good
4848,no checking,45,no credits/all paid,retraining,15749,100<=X<500,1<=X<4,2,male div/sep,guarantor,3,car,67,none,rent,30,unemp/unskilled non res,2,none,no,3797,good
4849,no checking,10,no credits/all paid,retraining,5660,100<=X<500,<1,2,male div/sep,guarantor,1,car,69,stores,rent,250,skilled,8,none,yes,4087,good
4850,no checking,42,no credits/all paid,retraining,5766,<100,>=7,3,male mar/wid,guarantor,1,life insurance,30,bank,rent,120,unemp/unskilled non res,11,yes,yes,585,good
4851,no checking,25,existing paid,retraining,539,500<=X<1000,<1,2,male single,none,1,car,30,stores,for free,460,high qualif/self emp/mgmt,13,yes,no,1470,bad
4852,no checking,42,delayed previously,retraining,14531,>=1000,unemployed,4,male div/sep,none,2,real estate,45,stores,for free,20,high qualif/self emp/mgmt,7,none,no,131,good
4853,no checking,34,delayed previously,retraining,1445,500<=X<1000,<1,3,male mar/wid,none,3,real estate,45,bank,for free,10,high qualif/self emp/mgmt,2,yes,yes,3056,bad
4854,no checking,62,existing paid,retraining,795,no known savings,>=7,3,male div/sep,none,1,real estate,59,none,for free,50,skilled,13,none,yes,3530,good
4855,no checking,63,existing paid,retraining,333,500<=X<1000,>=7,1,male single,none,3,real estate,53,bank,for free,30,unemp/unskilled non res,1,none,no,1936,good
4856,no checking,6,no credits/all paid,retraining,11367,500<=X<1000,4<=X<7,1,male div/sep,none,3,car,36,bank,for free,320,unskilled resident,3,none,no,2711,good
4857,no checking,43,all paid,retraining,5251,>=1000,>=7,1,male div/sep,none,2,no known property,52,none,for free,90,unemp/unskilled non res,1,yes,no,1309,good
4858,no checking,40,delayed previously,retraining,5713,>=1000,unemployed,4,male div/sep,none,1,car,44,stores,for free,290,skilled,3,none,no,4331,good
4859,no checking,44,all paid,retraining,5810,100<=X<500,4<=X<7,1,male div/sep,none,1,life insurance,65,bank,for free,440,unskilled resident,4,yes,no,1654,good
4860,no checking,11,existing paid,retraining,824,<100,unemployed,1,male mar/wid,none,2,life insurance,66,stores,own,470,unskilled resident,3,none,yes,229,bad
4861,no checking,54,all paid,retraining,807,<100,1<=X<4,3,male mar/wid,none,2,car,31,stores,own,410,unemp/unskilled non res,14,yes,yes,35,bad
4862,no checking,26,critical/other existing credit,retraining,903,100<=X<500,1<=X<4,4,male div/sep,none,1,life insurance,69,stores,own,460,skilled,8,yes,yes,4396,bad
4863,no checking,57,no credits/all paid,retraining,6551,<100,<1,3,male div/sep,none,2,real estate,36,bank,own,430,unskilled resident,13,none,no,2214,bad
4864,no checking,12,delayed previously,retraining,13746,<100,<1,4,male mar/wid,none,2,car,19,bank,own,320,high qualif/self emp/mgmt,10,yes,no,4408,good
4865,no checking,12,all paid,retraining,3447,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,real estate,35,none,own,10,unskilled resident,2,none,yes,1242,good
4866,no checking,6,existing paid,retraining,1238,no known savings,unemployed,4,male single,none,4,life insurance,36,none,own,10,high qualif/self emp/mgmt,2,yes,yes,2169,good
4867,no checking,24,existing paid,retraining,937,<100,<1,4,male mar/wid,none,3,car,27,none,own,20,unskilled resident,1,none,yes,4594,good
4868,no checking,10,existing paid,retraining,894,no known savings,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,10,skilled,1,yes,yes,442,good
4869,no checking,53,delayed previously,retraining,859,<100,<1,4,male div/sep,none,1,life insurance,73,bank,own,40,high qualif/self emp/mgmt,11,yes,yes,2365,good
4870,no checking,5,existing paid,retraining,303,<100,1<=X<4,1,male div/sep,none,3,life insurance,39,stores,own,290,high qualif/self emp/mgmt,9,none,no,4025,good
4871,no checking,21,critical/other existing credit,retraining,327,no known savings,1<=X<4,2,male div/sep,none,4,car,60,stores,own,120,skilled,13,none,no,2170,good
4872,no checking,66,delayed previously,retraining,783,500<=X<1000,unemployed,3,male mar/wid,none,1,car,39,stores,own,330,unskilled resident,12,none,no,548,good
4873,no checking,23,no credits/all paid,retraining,2674,>=1000,4<=X<7,3,male mar/wid,none,2,no known property,53,none,own,120,skilled,8,yes,no,1560,good
4874,no checking,59,no credits/all paid,retraining,10879,100<=X<500,unemployed,4,male single,none,1,life insurance,50,none,own,20,high qualif/self emp/mgmt,3,none,yes,922,good
4875,no checking,37,critical/other existing credit,retraining,3912,500<=X<1000,1<=X<4,2,male mar/wid,none,4,real estate,44,stores,own,370,unskilled resident,12,none,yes,3318,good
4876,no checking,61,all paid,retraining,2696,>=1000,>=7,1,male mar/wid,none,3,real estate,69,stores,own,340,unemp/unskilled non res,3,none,yes,4974,good
4877,no checking,22,existing paid,retraining,811,<100,<1,4,male mar/wid,none,4,car,55,none,rent,140,unemp/unskilled non res,10,none,no,3891,good
4878,no checking,6,critical/other existing credit,retraining,514,<100,>=7,3,male div/sep,none,4,life insurance,65,bank,rent,310,unemp/unskilled non res,11,none,yes,3307,bad
4879,no checking,39,existing paid,retraining,924,<100,1<=X<4,1,male div/sep,none,1,life insurance,61,none,rent,250,unemp/unskilled non res,11,none,no,3460,bad
4880,no checking,55,no credits/all paid,retraining,4477,>=1000,unemployed,2,male div/sep,none,2,real estate,50,none,rent,110,high qualif/self emp/mgmt,12,none,yes,464,bad
4881,no checking,70,no credits/all paid,retraining,5009,500<=X<1000,unemployed,2,male div/sep,none,2,life insurance,41,none,rent,270,skilled,14,none,yes,1279,bad
4882,no checking,64,no credits/all paid,retraining,10116,100<=X<500,1<=X<4,1,male single,none,3,no known property,55,none,rent,420,high qualif/self emp/mgmt,10,yes,yes,2332,bad
4883,no checking,34,no credits/all paid,retraining,16532,500<=X<1000,1<=X<4,4,male single,none,3,car,25,none,rent,330,skilled,14,yes,yes,389,good
4884,no checking,30,all paid,retraining,14178,100<=X<500,1<=X<4,4,male div/sep,none,4,real estate,72,none,rent,350,unskilled resident,6,none,no,1489,good
4885,no checking,29,delayed previously,retraining,12679,500<=X<1000,<1,1,male mar/wid,none,1,car,72,none,rent,310,unskilled resident,10,yes,no,808,good
4886,no checking,56,critical/other existing credit,retraining,3248,>=1000,<1,2,male div/sep,none,2,real estate,52,stores,rent,280,unskilled resident,13,yes,yes,1842,good
